1754444183.280794 server started (94692): version next-3.6, socket /tmp/tmux-1000/default, protocol 8
1754444183.280815 on Linux 6.1.0-37-amd64 #1 SMP PREEMPT_DYNAMIC Debian 6.1.140-1 (2025-05-22)
1754444183.280830 using libevent 2.1.12-stable poll
1754444183.280835 using ncurses 6.4 20221231
1754444188.424247 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.424268 server_client_reset_state: cursor to 2,3
1754444188.424274 server_client_check_pane_buffer: pane %0 is on
1754444188.424280 @0 active pane not changed
1754444188.424298 cmdq_next <global>: empty
1754444188.424302 cmdq_next </dev/pts/0>: empty
1754444188.424308 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.424312 server_client_reset_state: cursor to 2,3
1754444188.424317 server_client_check_pane_buffer: pane %0 is on
1754444188.424322 @0 active pane not changed
1754444188.424639 %0 has 1 bytes
1754444188.424653 @0 alerts timer reset 0
1754444188.424661 screen_write_start_pane: size 279x49, pane %0 (at 0,0)
1754444188.424667 input_parse_buffer: %0 ground, 1 bytes: e
1754444188.424675 screen_write_collect_end: 1 e (at 2,2)
1754444188.424690 /dev/pts/0: e
1754444188.424700 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1754444188.424709 cmdq_next <global>: empty
1754444188.424714 cmdq_next </dev/pts/0>: empty
1754444188.424721 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.424726 server_client_reset_state: cursor to 3,3
1754444188.424731 server_client_check_pane_buffer: %0 has 1 minimum (of 1) bytes used
1754444188.424737 server_client_check_pane_buffer: pane %0 is on
1754444188.424742 @0 active pane changed
1754444188.424746 @0 name timer queued (483352 left)
1754444188.424762 /dev/pts/0: wrote 1 bytes (of 1)
1754444188.424767 cmdq_next <global>: empty
1754444188.424771 cmdq_next </dev/pts/0>: empty
1754444188.424777 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.424781 server_client_reset_state: cursor to 3,3
1754444188.424786 server_client_check_pane_buffer: pane %0 is on
1754444188.424791 @0 active pane changed
1754444188.424796 @0 name timer already queued (483303 left)
1754444188.434882 cmdq_next <global>: empty
1754444188.434907 cmdq_next </dev/pts/0>: empty
1754444188.434916 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.434922 server_client_reset_state: cursor to 3,3
1754444188.434930 server_client_check_pane_buffer: pane %0 is on
1754444188.434938 @0 active pane changed
1754444188.434943 @0 name timer already queued (473156 left)
1754444188.621044 /dev/pts/0: read 1 bytes (already 0)
1754444188.621068 /dev/pts/0: keys are 1 (x)
1754444188.621078 /dev/pts/0: next key is 1 (x) (expired=0)
1754444188.621087 /dev/pts/0: complete key x 0x78
1754444188.621100 cmdq_append </dev/pts/0>: [server_client_key_callback/0x561adbf2f150]
1754444188.621111 cmdq_next <global>: empty
1754444188.621116 cmdq_next </dev/pts/0>: enter
1754444188.621122 cmdq_next </dev/pts/0>: [server_client_key_callback/0x561adbf2f150] (1), flags 0
1754444188.621128 session $0 0 activity 1754444188.621126
1754444188.621135 cmd_find_from_client: s=$0 0
1754444188.621140 cmd_find_from_client: wl=0 1 w=@0 zsh
1754444188.621145 cmd_find_from_client: wp=%0
1754444188.621149 cmd_find_from_client: idx=none
1754444188.621156 key table root (pane %0)
1754444188.621161 key table root (pane %0)
1754444188.621166 not found in key table root
1754444188.621173 writing key 0x78 (x) to %0
1754444188.621178 input_key: x
1754444188.621188 unref client 0x561adbf3f7c0 (2 references)
1754444188.621193 cmdq_next </dev/pts/0>: exit (empty)
1754444188.621197 cmdq_next <global>: empty
1754444188.621201 cmdq_next </dev/pts/0>: empty
1754444188.621209 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.621215 server_client_reset_state: cursor to 3,3
1754444188.621221 server_client_check_pane_buffer: pane %0 is on
1754444188.621227 @0 active pane changed
1754444188.621232 @0 name timer already queued (286866 left)
1754444188.621249 cmdq_next <global>: empty
1754444188.621254 cmdq_next </dev/pts/0>: empty
1754444188.621259 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.621279 server_client_reset_state: cursor to 3,3
1754444188.621284 server_client_check_pane_buffer: pane %0 is on
1754444188.621288 @0 active pane changed
1754444188.621293 @0 name timer already queued (286805 left)
1754444188.621582 %0 has 3 bytes
1754444188.621595 @0 alerts timer reset 0
1754444188.621603 screen_write_start_pane: size 279x49, pane %0 (at 0,0)
1754444188.621611 input_parse_buffer: %0 ground, 3 bytes: \bex
1754444188.621618 input_c0_dispatch: '\b'
1754444188.621627 screen_write_collect_end: 2 ex (at 2,2)
1754444188.621635 /dev/pts/0: \b
1754444188.621640 /dev/pts/0: ex
1754444188.621645 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1754444188.621651 cmdq_next <global>: empty
1754444188.621669 cmdq_next </dev/pts/0>: empty
1754444188.621678 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.621683 server_client_reset_state: cursor to 4,3
1754444188.621689 server_client_check_pane_buffer: %0 has 3 minimum (of 3) bytes used
1754444188.621696 server_client_check_pane_buffer: pane %0 is on
1754444188.621703 @0 active pane changed
1754444188.621708 @0 name timer already queued (286391 left)
1754444188.621733 /dev/pts/0: wrote 3 bytes (of 3)
1754444188.621738 cmdq_next <global>: empty
1754444188.621742 cmdq_next </dev/pts/0>: empty
1754444188.621748 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.621752 server_client_reset_state: cursor to 4,3
1754444188.621757 server_client_check_pane_buffer: pane %0 is on
1754444188.621762 @0 active pane changed
1754444188.621767 @0 name timer already queued (286331 left)
1754444188.629946 cmdq_next <global>: empty
1754444188.629972 cmdq_next </dev/pts/0>: empty
1754444188.629982 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.629988 server_client_reset_state: cursor to 4,3
1754444188.629996 server_client_check_pane_buffer: pane %0 is on
1754444188.630003 @0 active pane changed
1754444188.630008 @0 name timer already queued (278090 left)
1754444188.686825 /dev/pts/0: read 1 bytes (already 0)
1754444188.686845 /dev/pts/0: keys are 1 (i)
1754444188.686850 /dev/pts/0: next key is 1 (i) (expired=0)
1754444188.686855 /dev/pts/0: complete key i 0x69
1754444188.686862 cmdq_append </dev/pts/0>: [server_client_key_callback/0x561adbf211f0]
1754444188.686867 cmdq_next <global>: empty
1754444188.686871 cmdq_next </dev/pts/0>: enter
1754444188.686876 cmdq_next </dev/pts/0>: [server_client_key_callback/0x561adbf211f0] (1), flags 0
1754444188.686882 session $0 0 activity 1754444188.686880
1754444188.686890 cmd_find_from_client: s=$0 0
1754444188.686895 cmd_find_from_client: wl=0 1 w=@0 zsh
1754444188.686899 cmd_find_from_client: wp=%0
1754444188.686904 cmd_find_from_client: idx=none
1754444188.686910 key table root (pane %0)
1754444188.686916 key table root (pane %0)
1754444188.686921 not found in key table root
1754444188.686927 writing key 0x69 (i) to %0
1754444188.686932 input_key: i
1754444188.686941 unref client 0x561adbf3f7c0 (2 references)
1754444188.686946 cmdq_next </dev/pts/0>: exit (empty)
1754444188.686950 cmdq_next <global>: empty
1754444188.686955 cmdq_next </dev/pts/0>: empty
1754444188.686962 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.686968 server_client_reset_state: cursor to 4,3
1754444188.686974 server_client_check_pane_buffer: pane %0 is on
1754444188.686980 @0 active pane changed
1754444188.686985 @0 name timer already queued (221113 left)
1754444188.687002 cmdq_next <global>: empty
1754444188.687007 cmdq_next </dev/pts/0>: empty
1754444188.687012 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.687017 server_client_reset_state: cursor to 4,3
1754444188.687022 server_client_check_pane_buffer: pane %0 is on
1754444188.687026 @0 active pane changed
1754444188.687031 @0 name timer already queued (221067 left)
1754444188.687276 %0 has 1 bytes
1754444188.687296 @0 alerts timer reset 0
1754444188.687323 screen_write_start_pane: size 279x49, pane %0 (at 0,0)
1754444188.687331 input_parse_buffer: %0 ground, 1 bytes: i
1754444188.687341 screen_write_collect_end: 1 i (at 4,2)
1754444188.687348 /dev/pts/0: i
1754444188.687354 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1754444188.687360 cmdq_next <global>: empty
1754444188.687364 cmdq_next </dev/pts/0>: empty
1754444188.687370 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.687375 server_client_reset_state: cursor to 5,3
1754444188.687380 server_client_check_pane_buffer: %0 has 1 minimum (of 1) bytes used
1754444188.687385 server_client_check_pane_buffer: pane %0 is on
1754444188.687390 @0 active pane changed
1754444188.687394 @0 name timer already queued (220704 left)
1754444188.687407 /dev/pts/0: wrote 1 bytes (of 1)
1754444188.687412 cmdq_next <global>: empty
1754444188.687416 cmdq_next </dev/pts/0>: empty
1754444188.687421 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.687426 server_client_reset_state: cursor to 5,3
1754444188.687430 server_client_check_pane_buffer: pane %0 is on
1754444188.687435 @0 active pane changed
1754444188.687439 @0 name timer already queued (220659 left)
1754444188.699571 cmdq_next <global>: empty
1754444188.699585 cmdq_next </dev/pts/0>: empty
1754444188.699592 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.699597 server_client_reset_state: cursor to 5,3
1754444188.699603 server_client_check_pane_buffer: pane %0 is on
1754444188.699608 @0 active pane changed
1754444188.699613 @0 name timer already queued (208485 left)
1754444188.857836 /dev/pts/0: read 1 bytes (already 0)
1754444188.857855 /dev/pts/0: keys are 1 (t)
1754444188.857860 /dev/pts/0: next key is 1 (t) (expired=0)
1754444188.857865 /dev/pts/0: complete key t 0x74
1754444188.857872 cmdq_append </dev/pts/0>: [server_client_key_callback/0x561adbf3acd0]
1754444188.857877 cmdq_next <global>: empty
1754444188.857880 cmdq_next </dev/pts/0>: enter
1754444188.857884 cmdq_next </dev/pts/0>: [server_client_key_callback/0x561adbf3acd0] (1), flags 0
1754444188.857888 session $0 0 activity 1754444188.857887
1754444188.857893 cmd_find_from_client: s=$0 0
1754444188.857897 cmd_find_from_client: wl=0 1 w=@0 zsh
1754444188.857900 cmd_find_from_client: wp=%0
1754444188.857903 cmd_find_from_client: idx=none
1754444188.857908 key table root (pane %0)
1754444188.857912 key table root (pane %0)
1754444188.857915 not found in key table root
1754444188.857920 writing key 0x74 (t) to %0
1754444188.857925 input_key: t
1754444188.857934 unref client 0x561adbf3f7c0 (2 references)
1754444188.857939 cmdq_next </dev/pts/0>: exit (empty)
1754444188.857943 cmdq_next <global>: empty
1754444188.857948 cmdq_next </dev/pts/0>: empty
1754444188.857956 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.857961 server_client_reset_state: cursor to 5,3
1754444188.857967 server_client_check_pane_buffer: pane %0 is on
1754444188.857974 @0 active pane changed
1754444188.857979 @0 name timer already queued (50120 left)
1754444188.857996 cmdq_next <global>: empty
1754444188.858000 cmdq_next </dev/pts/0>: empty
1754444188.858006 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.858010 server_client_reset_state: cursor to 5,3
1754444188.858015 server_client_check_pane_buffer: pane %0 is on
1754444188.858020 @0 active pane changed
1754444188.858024 @0 name timer already queued (50074 left)
1754444188.858257 %0 has 1 bytes
1754444188.858270 @0 alerts timer reset 0
1754444188.858276 screen_write_start_pane: size 279x49, pane %0 (at 0,0)
1754444188.858281 input_parse_buffer: %0 ground, 1 bytes: t
1754444188.858287 screen_write_collect_end: 1 t (at 5,2)
1754444188.858297 /dev/pts/0: t
1754444188.858305 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1754444188.858313 cmdq_next <global>: empty
1754444188.858317 cmdq_next </dev/pts/0>: empty
1754444188.858336 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.858341 server_client_reset_state: cursor to 6,3
1754444188.858346 server_client_check_pane_buffer: %0 has 1 minimum (of 1) bytes used
1754444188.858351 server_client_check_pane_buffer: pane %0 is on
1754444188.858356 @0 active pane changed
1754444188.858360 @0 name timer already queued (49738 left)
1754444188.858373 /dev/pts/0: wrote 1 bytes (of 1)
1754444188.858378 cmdq_next <global>: empty
1754444188.858382 cmdq_next </dev/pts/0>: empty
1754444188.858387 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.858392 server_client_reset_state: cursor to 6,3
1754444188.858397 server_client_check_pane_buffer: pane %0 is on
1754444188.858401 @0 active pane changed
1754444188.858406 @0 name timer already queued (49692 left)
1754444188.870540 cmdq_next <global>: empty
1754444188.870554 cmdq_next </dev/pts/0>: empty
1754444188.870561 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.870566 server_client_reset_state: cursor to 6,3
1754444188.870572 server_client_check_pane_buffer: pane %0 is on
1754444188.870577 @0 active pane changed
1754444188.870582 @0 name timer already queued (37516 left)
1754444188.906691 @0 name timer expired
1754444188.906729 cmdq_next <global>: empty
1754444188.906741 cmdq_next </dev/pts/0>: empty
1754444188.906755 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.906765 server_client_reset_state: cursor to 6,3
1754444188.906778 server_client_check_pane_buffer: pane %0 is on
1754444188.906790 @0 active pane changed
1754444188.906798 @0 name timer queued (1301 left)
1754444188.911859 @0 name timer expired
1754444188.911902 cmdq_next <global>: empty
1754444188.911914 cmdq_next </dev/pts/0>: empty
1754444188.911929 server_client_reset_state: client /dev/pts/0 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1754444188.911939 server_client_reset_state: cursor to 6,3
1754444188.911951 server_client_check_pane_buffer: pane %0 is on
1754444188.911963 @0 active pane changed
1754444188.911977 format_expand1: expanding format: #{?pane_in_mode,[tmux],#{pane_current_command}}#{?pane_dead,[dead],}
1754444188.911989 format_expand1: found #{}: ?pane_in_mode,[tmux],#{pane_current_command}
1754444188.912000 format_replace: condition is: pane_in_mode
1754444188.912017 format_replace: condition 'pane_in_mode' found: 0
1754444188.912025 format_replace: condition 'pane_in_mode' is false
1754444188.912035 format_replace: no condition matched in 'pane_in_mode,[tmux],#{pane_current_command}'; using last arg
1754444188.912044 format_expand1: expanding format: #{pane_current_command}
1754444188.912053 format_expand1: found #{}: pane_current_command
1754444188.912137 format_replace: format 'pane_current_command' found: zsh
1754444188.912147 format_replace: replaced 'pane_current_command' with 'zsh'
1754444188.912156 format_expand1: result is: zsh
1754444188.912166 format_replace: replaced '?pane_in_mode,[tmux],#{pane_current_command}' with 'zsh'
1754444188.912175 format_expand1: found #{}: ?pane_dead,[dead],
1754444188.912183 format_replace: condition is: pane_dead
1754444188.912194 format_replace: condition 'pane_dead' found: 0
1754444188.912202 format_replace: condition 'pane_dead' is false
1754444188.912211 format_replace: no condition matched in 'pane_dead,[dead],'; using last arg
1754444188.912220 format_replace: replaced '?pane_dead,[dead],' with ''
1754444188.912228 format_expand1: result is: zsh
1754444188.912237 @0 name not changed (still zsh)
1754444188.959740 /dev/pts/0: read 1 bytes (already 0)
1754444188.959797 /dev/pts/0: keys are 1 (\r)
1754444188.959812 /dev/pts/0: next key is 1 (\r) (expired=0)
1754444188.959832 /dev/pts/0: complete key \r 0xd
1754444188.959860 cmdq_append </dev/pts/0>: [server_client_key_callback/0x561adbf0e5c0]
1754444188.959875 cmdq_next <global>: empty
1754444188.959887 cmdq_next </dev/pts/0>: enter
1754444188.959935 cmdq_next </dev/pts/0>: [server_client_key_callback/0x561adbf0e5c0] (1), flags 0
1754444188.959948 session $0 0 activity 1754444188.959944
1754444188.959962 cmd_find_from_client: s=$0 0
1754444188.959970 cmd_find_from_client: wl=0 1 w=@0 zsh
1754444188.959977 cmd_find_from_client: wp=%0
1754444188.959985 cmd_find_from_client: idx=none
1754444188.959996 key table root (pane %0)
1754444188.960005 key table root (pane %0)
1754444188.960013 not found in key table root
1754444188.960023 writing key 0xd (Enter) to %0
1754444188.960031 input_key: \r
1754444188.960045 unref client 0x561adbf3f7c0 (2 references)
